  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     11_42             10.0565             38.9926             89.7767                   3             45.7154             45.7593                 200                  20
     11_42             4.99081             35.0816          0.00787699                   1             90.3651             90.3516                 400                  40
     11_42             4.99999             22.5058             359.948                   0                   0                   0                 600                  60
     11_42             4.94891              19.999             89.5575                  10             15.7293              15.753                 800                  80
     11_42             1.99683             19.0019             29.0912                   5              -14.64               14.64                1000                 100
     11_42            0.995149             13.1181             359.908                   2             66.1345             66.1263                1200                 120
     11_42            0.999624              10.998             359.784                   1            -10.7304            -1.03588                1400                 140
     11_42            0.999624              10.998             359.784                   0                   0                   0                1600                 160
     11_42            0.999624              10.998             359.784                   0                   0                   0                1800                 180
     11_42            0.999624              10.998             359.784                   0                   0                   0                2000                 200
     11_42            0.999624              10.998             359.784                   0                   0                   0                2200                 220
     11_42            0.999624              10.998             359.784                   0                   0                   0                2400                 240
     11_42            0.999624              10.998             359.784                   0                   0                   0                2600                 260
     11_42            0.999624              10.998             359.784                   0                   0                   0                2800                 280
     11_42            0.999624              10.998             359.784                   0                   0                   0                3000                 300
     11_42            0.999624              10.998             359.784                   0                   0                   0                3200                 320
     11_42            0.999624              10.998             359.784                   0                   0                   0                3400                 340
     11_42            0.999624              10.998             359.784                   0                   0                   0                3600                 360
     11_42            0.999624              10.998             359.784                   0                   0                   0                3800                 380
     11_42            0.999624              10.998             359.784                   0                   0                   0                4000                 400
     11_42            0.999624              10.998             359.784                   0                   0                   0                4200                 420
     11_42            0.999624              10.998             359.784                   0                   0                   0                4400                 440
     11_42            0.999624              10.998             359.784                   0                   0                   0                4600                 460
     11_42            0.999624              10.998             359.784                   0                   0                   0                4800                 480
