  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     44_10                  44                  10                   0                   0                   0                   0                 200                  20
     44_10                  44                  10                   0                   0                   0                   0                 400                  40
     44_10                  44                  10                   0                   0                   0                   0                 600                  60
     44_10                  44                  10                   0                   0                   0                   0                 800                  80
     44_10                  44                  10                   0                   0                   0                   0                1000                 100
     44_10                  44                  10                   0                   0                   0                   0                1200                 120
     44_10                  44                  10                   0                   0                   0                   0                1400                 140
     44_10                  44                  10                   0                   0                   0                   0                1600                 160
     44_10                  44                  10                   0                   0                   0                   0                1800                 180
     44_10                  44                  10                   0                   0                   0                   0                2000                 200
     44_10                  44                  10                   0                   0                   0                   0                2200                 220
     44_10                  44                  10                   0                   0                   0                   0                2400                 240
     44_10                  44                  10                   0                   0                   0                   0                2600                 260
     44_10                  44                  10                   0                   0                   0                   0                2800                 280
     44_10                  44                  10                   0                   0                   0                   0                3000                 300
     44_10                  44                  10                   0                   0                   0                   0                3200                 320
     44_10                  44                  10                   0                   0                   0                   0                3400                 340
     44_10                  44                  10                   0                   0                   0                   0                3600                 360
     44_10                  44                  10                   0                   0                   0                   0                3800                 380
     44_10                  44                  10                   0                   0                   0                   0                4000                 400
     44_10                  44                  10                   0                   0                   0                   0                4200                 420
     44_10                  44                  10                   0                   0                   0                   0                4400                 440
     44_10                  44                  10                   0                   0                   0                   0                4600                 460
     44_10                  44                  10                   0                   0                   0                   0                4800                 480
     44_10                  44                  10                   0                   0                   0                   0                5000                 500
     44_10                  44                  10                   0                   0                   0                   0                5200                 520
     44_10                  44                  10                   0                   0                   0                   0                5400                 540
     44_10                  44                  10                   0                   0                   0                   0                5600                 560
     44_10                  44                  10                   0                   0                   0                   0                5800                 580
     44_10                  44                  10                   0                   0                   0                   0                6000                 600
     44_10                  44                  10                   0                   0                   0                   0                6200                 620
     44_10                  44                  10                   0                   0                   0                   0                6400                 640
     44_10                  44                  10                   0                   0                   0                   0                6600                 660
     44_10                  44                  10                   0                   0                   0                   0                6800                 680
     44_10                  44                  10                   0                   0                   0                   0                7000                 700
     44_10                  44                  10                   0                   0                   0                   0                7200                 720
     44_10                  44                  10                   0                   0                   0                   0                7400                 740
     44_10                  44                  10                   0                   0                   0                   0                7600                 760
     44_10                  44                  10                   0                   0                   0                   0                7800                 780
     44_10                  44                  10                   0                   0                   0                   0                8000                 800
     44_10                  44                  10                   0                   0                   0                   0                8200                 820
     44_10                  44                  10                   0                   0                   0                   0                8400                 840
     44_10                  44                  10                   0                   0                   0                   0                8600                 860
     44_10                  44                  10                   0                   0                   0                   0                8800                 880
     44_10                  44                  10                   0                   0                   0                   0                9000                 900
     44_10                  44                  10                   0                   0                   0                   0                9200                 920
     44_10                  44                  10                   0                   0                   0                   0                9400                 940
     44_10                  44                  10                   0                   0                   0                   0                9600                 960
     44_10                  44                  10                   0                   0                   0                   0                9800                 980
     44_10                  44                  10                   0                   0                   0                   0               10000                1000
     44_10                  44                  10                   0                   0                   0                   0               10200                1020
     44_10                  44                  10                   0                   0                   0                   0               10400                1040
     44_10                  44                  10                   0                   0                   0                   0               10600                1060
     44_10                  44                  10                   0                   0                   0                   0               10800                1080
     44_10                  44                  10                   0                   0                   0                   0               11000                1100
     44_10                  44                  10                   0                   0                   0                   0               11200                1120
     44_10                  44                  10                   0                   0                   0                   0               11400                1140
     44_10                  44                  10                   0                   0                   0                   0               11600                1160
     44_10                  44                  10                   0                   0                   0                   0               11800                1180
     44_10                  44                  10                   0                   0                   0                   0               12000                1200
     44_10                  44                  10                   0                   0                   0                   0               12200                1220
     44_10                  44                  10                   0                   0                   0                   0               12400                1240
     44_10                  44                  10                   0                   0                   0                   0               12600                1260
     44_10                  44                  10                   0                   0                   0                   0               12800                1280
     44_10                  44                  10                   0                   0                   0                   0               13000                1300
     44_10                  44                  10                   0                   0                   0                   0               13200                1320
     44_10                  44                  10                   0                   0                   0                   0               13400                1340
     44_10                  44                  10                   0                   0                   0                   0               13600                1360
     44_10                  44                  10                   0                   0                   0                   0               13800                1380
     44_10                  44                  10                   0                   0                   0                   0               14000                1400
     44_10                  44                  10                   0                   0                   0                   0               14200                1420
     44_10                  44                  10                   0                   0                   0                   0               14400                1440
     44_10                  44                  10                   0                   0                   0                   0               14600                1460
     44_10                  44                  10                   0                   0                   0                   0               14800                1480
     44_10                  44                  10                   0                   0                   0                   0               15000                1500
     44_10                  44                  10                   0                   0                   0                   0               15200                1520
     44_10                  44                  10                   0                   0                   0                   0               15400                1540
     44_10                  44                  10                   0                   0                   0                   0               15600                1560
     44_10                  44                  10                   0                   0                   0                   0               15800                1580
     44_10                  44                  10                   0                   0                   0                   0               16000                1600
     44_10                  44                  10                   0                   0                   0                   0               16200                1620
