  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
    106_11                 106                  11                   0                   0                   0                   0                 200                  20
    106_11                 106                  11                   0                   0                   0                   0                 400                  40
    106_11                 106                  11                   0                   0                   0                   0                 600                  60
    106_11                 106                  11                   0                   0                   0                   0                 800                  80
    106_11                 106                  11                   0                   0                   0                   0                1000                 100
    106_11                 106                  11                   0                   0                   0                   0                1200                 120
    106_11                 106                  11                   0                   0                   0                   0                1400                 140
    106_11                 106                  11                   0                   0                   0                   0                1600                 160
    106_11                 106                  11                   0                   0                   0                   0                1800                 180
    106_11                 106                  11                   0                   0                   0                   0                2000                 200
    106_11                 106                  11                   0                   0                   0                   0                2200                 220
    106_11                 106                  11                   0                   0                   0                   0                2400                 240
    106_11                 106                  11                   0                   0                   0                   0                2600                 260
    106_11                 106                  11                   0                   0                   0                   0                2800                 280
    106_11                 106                  11                   0                   0                   0                   0                3000                 300
    106_11                 106                  11                   0                   0                   0                   0                3200                 320
    106_11                 106                  11                   0                   0                   0                   0                3400                 340
    106_11                 106                  11                   0                   0                   0                   0                3600                 360
    106_11                 106                  11                   0                   0                   0                   0                3800                 380
    106_11                 106                  11                   0                   0                   0                   0                4000                 400
    106_11                 106                  11                   0                   0                   0                   0                4200                 420
    106_11                 106                  11                   0                   0                   0                   0                4400                 440
    106_11                 106                  11                   0                   0                   0                   0                4600                 460
    106_11                 106                  11                   0                   0                   0                   0                4800                 480
    106_11                 106                  11                   0                   0                   0                   0                5000                 500
    106_11                 106                  11                   0                   0                   0                   0                5200                 520
    106_11                 106                  11                   0                   0                   0                   0                5400                 540
    106_11                 106                  11                   0                   0                   0                   0                5600                 560
    106_11                 106                  11                   0                   0                   0                   0                5800                 580
    106_11                 106                  11                   0                   0                   0                   0                6000                 600
    106_11                 106                  11                   0                   0                   0                   0                6200                 620
    106_11                 106                  11                   0                   0                   0                   0                6400                 640
    106_11                 106                  11                   0                   0                   0                   0                6600                 660
    106_11                 106                  11                   0                   0                   0                   0                6800                 680
    106_11                 106                  11                   0                   0                   0                   0                7000                 700
    106_11                 106                  11                   0                   0                   0                   0                7200                 720
    106_11                 106                  11                   0                   0                   0                   0                7400                 740
    106_11                 106                  11                   0                   0                   0                   0                7600                 760
    106_11                 106                  11                   0                   0                   0                   0                7800                 780
    106_11                 106                  11                   0                   0                   0                   0                8000                 800
    106_11                 106                  11                   0                   0                   0                   0                8200                 820
    106_11                 106                  11                   0                   0                   0                   0                8400                 840
    106_11                 106                  11                   0                   0                   0                   0                8600                 860
    106_11                 106                  11                   0                   0                   0                   0                8800                 880
    106_11                 106                  11                   0                   0                   0                   0                9000                 900
    106_11                 106                  11                   0                   0                   0                   0                9200                 920
    106_11                 106                  11                   0                   0                   0                   0                9400                 940
    106_11                 106                  11                   0                   0                   0                   0                9600                 960
    106_11                 106                  11                   0                   0                   0                   0                9800                 980
    106_11                 106                  11                   0                   0                   0                   0               10000                1000
    106_11                 106                  11                   0                   0                   0                   0               10200                1020
    106_11                 106                  11                   0                   0                   0                   0               10400                1040
    106_11                 106                  11                   0                   0                   0                   0               10600                1060
    106_11                 106                  11                   0                   0                   0                   0               10800                1080
    106_11                 106                  11                   0                   0                   0                   0               11000                1100
    106_11                 106                  11                   0                   0                   0                   0               11200                1120
    106_11                 106                  11                   0                   0                   0                   0               11400                1140
    106_11                 106                  11                   0                   0                   0                   0               11600                1160
    106_11                 106                  11                   0                   0                   0                   0               11800                1180
    106_11                 106                  11                   0                   0                   0                   0               12000                1200
    106_11                 106                  11                   0                   0                   0                   0               12200                1220
    106_11                 106                  11                   0                   0                   0                   0               12400                1240
    106_11                 106                  11                   0                   0                   0                   0               12600                1260
    106_11                 106                  11                   0                   0                   0                   0               12800                1280
    106_11                 106                  11                   0                   0                   0                   0               13000                1300
    106_11                 106                  11                   0                   0                   0                   0               13200                1320
    106_11                 106                  11                   0                   0                   0                   0               13400                1340
    106_11                 106                  11                   0                   0                   0                   0               13600                1360
    106_11                 106                  11                   0                   0                   0                   0               13800                1380
    106_11                 106                  11                   0                   0                   0                   0               14000                1400
    106_11                 106                  11                   0                   0                   0                   0               14200                1420
    106_11                 106                  11                   0                   0                   0                   0               14400                1440
    106_11                 106                  11                   0                   0                   0                   0               14600                1460
    106_11                 106                  11                   0                   0                   0                   0               14800                1480
    106_11                 106                  11                   0                   0                   0                   0               15000                1500
    106_11                 106                  11                   0                   0                   0                   0               15200                1520
    106_11                 106                  11                   0                   0                   0                   0               15400                1540
    106_11                 106                  11                   0                   0                   0                   0               15600                1560
    106_11                 106                  11                   0                   0                   0                   0               15800                1580
    106_11                 106                  11                   0                   0                   0                   0               16000                1600
    106_11                 106                  11                   0                   0                   0                   0               16200                1620
