  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     21_15             20.9992             15.1312             179.739                   7             8.23172             8.26828                 200                  20
     21_15             21.0361             16.9742             269.451                   5             7.07905             6.97068                 400                  40
     21_15              21.976             17.5859             180.552                  10             18.0608             18.0656                 600                  60
     21_15             22.0304             19.9756             269.533                  10             7.01654             7.02902                 800                  80
     21_15             25.9357             19.9996             269.659                  12              7.0341              7.0341                1000                 100
     21_15             27.9725             19.9998             255.041                   6                3.66               -3.66                1200                 120
     21_15             28.0003             21.4872             180.106                   3             16.1561             16.1204                1400                 140
     21_15             29.3824             21.9855             269.488                   3             26.9168              26.916                1600                 160
     21_15             32.8086             22.0002             270.018                   1             18.8528             18.8533                1800                 180
     21_15             33.9789                  22             269.987                  10             5.08055              5.0813                2000                 200
     21_15             36.6294                  22             269.999                   7             13.9589             13.9589                2200                 220
     21_15              36.987             23.7244              180.58                  11              25.436             25.4366                2400                 240
     21_15             37.6445             24.9862             268.168                  13             13.5907             13.5052                2600                 260
     21_15              37.998             25.9878             180.394                  12             6.01213             5.98591                2800                 280
     21_15                  38             28.0945             180.023                   8             9.45188             9.44854                3000                 300
     21_15                  38             31.3403             179.999                   6             14.8391             14.8395                3200                 320
     21_15                  38             33.5722                 180                   2             18.1707             18.1707                3400                 340
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                3600                 360
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                3800                 380
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                4000                 400
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                4200                 420
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                4400                 440
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                4600                 460
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                4800                 480
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                5000                 500
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                5200                 520
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                5400                 540
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                5600                 560
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                5800                 580
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                6000                 600
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                6200                 620
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                6400                 640
     21_15                  38             35.9736                 180                   1            -36.2414            -37.9647                6600                 660
     21_15                  38             35.9736                 180                   0                   0                   0                6800                 680
     21_15                  38             35.9736                 180                   0                   0                   0                7000                 700
     21_15                  38             35.9736                 180                   0                   0                   0                7200                 720
     21_15                  38             35.9736                 180                   0                   0                   0                7400                 740
     21_15                  38             35.9736                 180                   0                   0                   0                7600                 760
     21_15                  38             35.9736                 180                   0                   0                   0                7800                 780
     21_15                  38             35.9736                 180                   0                   0                   0                8000                 800
     21_15                  38             35.9736                 180                   0                   0                   0                8200                 820
     21_15                  38             35.9736                 180                   0                   0                   0                8400                 840
     21_15                  38             35.9736                 180                   0                   0                   0                8600                 860
     21_15                  38             35.9736                 180                   0                   0                   0                8800                 880
     21_15                  38             35.9736                 180                   0                   0                   0                9000                 900
     21_15                  38             35.9736                 180                   0                   0                   0                9200                 920
     21_15                  38             35.9736                 180                   0                   0                   0                9400                 940
     21_15                  38             35.9736                 180                   0                   0                   0                9600                 960
     21_15                  38             35.9736                 180                   0                   0                   0                9800                 980
     21_15                  38             35.9736                 180                   0                   0                   0               10000                1000
     21_15                  38             35.9736                 180                   0                   0                   0               10200                1020
     21_15                  38             35.9736                 180                   0                   0                   0               10400                1040
     21_15                  38             35.9736                 180                   0                   0                   0               10600                1060
     21_15                  38             35.9736                 180                   0                   0                   0               10800                1080
     21_15                  38             35.9736                 180                   0                   0                   0               11000                1100
     21_15                  38             35.9736                 180                   0                   0                   0               11200                1120
     21_15                  38             35.9736                 180                   0                   0                   0               11400                1140
     21_15                  38             35.9736                 180                   0                   0                   0               11600                1160
     21_15                  38             35.9736                 180                   0                   0                   0               11800                1180
     21_15                  38             35.9736                 180                   0                   0                   0               12000                1200
     21_15                  38             35.9736                 180                   0                   0                   0               12200                1220
     21_15                  38             35.9736                 180                   0                   0                   0               12400                1240
     21_15                  38             35.9736                 180                   0                   0                   0               12600                1260
     21_15                  38             35.9736                 180                   0                   0                   0               12800                1280
     21_15                  38             35.9736                 180                   0                   0                   0               13000                1300
     21_15                  38             35.9736                 180                   0                   0                   0               13200                1320
     21_15                  38             35.9736                 180                   0                   0                   0               13400                1340
     21_15                  38             35.9736                 180                   0                   0                   0               13600                1360
     21_15                  38             35.9736                 180                   0                   0                   0               13800                1380
     21_15                  38             35.9736                 180                   0                   0                   0               14000                1400
     21_15                  38             35.9736                 180                   0                   0                   0               14200                1420
     21_15                  38             35.9736                 180                   0                   0                   0               14400                1440
     21_15                  38             35.9736                 180                   0                   0                   0               14600                1460
     21_15                  38             35.9736                 180                   0                   0                   0               14800                1480
     21_15                  38             35.9736                 180                   0                   0                   0               15000                1500
     21_15                  38             35.9736                 180                   0                   0                   0               15200                1520
     21_15                  38             35.9736                 180                   0                   0                   0               15400                1540
