  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     67_30             75.9297             29.9984             269.919                   3              48.219             48.2183                 200                  20
     67_30             79.2713             29.9998             270.045                   7             38.7256             38.7164                 400                  40
     67_30             87.9197             29.9999             270.004                   7             46.8666             46.8659                 600                  60
     67_30             102.975                  30             210.683                   6               14.64              -14.64                 800                  80
     67_30             103.001             35.9975              179.94                   1             33.2814             33.2679                1000                 100
     67_30             101.382             37.9953             90.5767                  14                28.9             28.9148                1200                 120
     67_30             95.2278             37.9982             89.9668                   8             62.0606             62.0801                1400                 140
     67_30             93.0061             37.0207             275.965                   4             3.10192            -3.10192                1600                 160
     67_30             102.979                  37             352.903                   2            -3.68869             3.68869                1800                 180
     67_30                 103             29.5266              359.94                   0                   0                   0                2000                 200
     67_30                 103             29.5266              359.94                   0                   0                   0                2200                 220
     67_30                 103             29.5266              359.94                   0                   0                   0                2400                 240
     67_30                 103             28.5082          0.00906435                   1             34.3744             34.3746                2600                 260
     67_30                 103             22.0713             359.998                   1             35.3961             35.3959                2800                 280
     67_30                 103             16.5225             359.999                   0                   0                   0                3000                 300
     67_30                 103             16.5225             359.999                   0                   0                   0                3200                 320
     67_30                 103             12.0266         0.000637534                   7             16.0731             16.0728                3400                 340
     67_30                 103             3.88675         0.000239592                   3             22.1985             22.1985                3600                 360
     67_30             103.481           0.0109731             272.229                   0                   0                   0                3800                 380
     67_30             103.972         -0.00470591             205.912                   2               14.64              -14.64                4000                 400
     67_30             102.436             2.01634             90.5654                   4             30.6223              30.274                4200                 420
     67_30             102.003             1.02425             270.476                   0                   0                   0                4400                 440
     67_30             102.003             1.02425             270.476                   0                   0                   0                4600                 460
     67_30             102.003             1.02425             270.476                   0                   0                   0                4800                 480
     67_30             102.003             1.02425             270.476                   0                   0                   0                5000                 500
     67_30             102.003             1.02425             270.476                   0                   0                   0                5200                 520
     67_30             102.025            0.993931             267.984                  11            -1.04849             1.04849                5400                 540
     67_30             104.976            0.999386             324.319                   4               14.64              -14.64                5600                 560
     67_30             105.826            0.997046             90.4308                   6             21.7724             21.7525                5800                 580
     67_30             105.474             1.00389             270.151                   0                   0                   0                6000                 600
     67_30             105.474             1.00389             270.151                   0                   0                   0                6200                 620
     67_30             105.474             1.00389             270.151                   0                   0                   0                6400                 640
     67_30             105.474             1.00389             270.151                   0                   0                   0                6600                 660
     67_30             105.474             1.00389             270.151                   0                   0                   0                6800                 680
     67_30             105.474             1.00389             270.151                   0                   0                   0                7000                 700
     67_30             105.474             1.00389             270.151                   0                   0                   0                7200                 720
     67_30             105.474             1.00389             270.151                   0                   0                   0                7400                 740
     67_30             105.474             1.00389             270.151                   0                   0                   0                7600                 760
     67_30             106.007             2.97385             37.1314                   9               14.64              -14.64                7800                 780
     67_30             104.017             2.00773             4.11566                   2             2.14001            -2.14001                8000                 800
     67_30              104.01             1.51847             2.02192                   0                   0                   0                8200                 820
     67_30             103.021             1.01031               270.7                   2            0.363821           -0.363821                8400                 840
     67_30             103.613             1.00261              271.02                   5             20.6943             20.6398                8600                 860
     67_30             104.473              1.0007             269.682                   0                   0                   0                8800                 880
     67_30             104.473              1.0007             269.682                   0                   0                   0                9000                 900
     67_30             104.473              1.0007             269.682                   0                   0                   0                9200                 920
     67_30             104.473              1.0007             269.682                   0                   0                   0                9400                 940
     67_30             104.995            0.129556              180.42                  11             19.4566             19.4474                9600                 960
     67_30             104.999             0.89157             179.786                   7             16.4205             16.4928                9800                 980
     67_30             105.117             1.99805             90.5379                   3             16.9411             16.9736               10000                1000
     67_30             105.986              3.5548             180.818                   3             30.4086             30.5371               10200                1020
     67_30              105.52              3.9861             92.5048                   0                   0                   0               10400                1040
     67_30             104.018             3.42249             0.66919                   1             37.3403              37.412               10600                1060
     67_30             103.386             2.00591             88.1145                   5             19.9715             20.0553               10800                1080
     67_30             102.998            0.471556             179.857                   0                   0                   0               11000                1100
     67_30             102.007             1.97789             101.808                   2              -14.64               14.64               11200                1120
     67_30             103.993             3.28501             179.962                   1             21.3193             21.5011               11400                1140
     67_30             103.993             3.47832             180.701                   0                   0                   0               11600                1160
     67_30             103.015             4.42213             178.204                   1             14.2371             13.6122               11800                1180
     67_30             103.477             4.98952             267.901                   0                   0                   0               12000                1200
     67_30             103.972             5.00432             269.598                   0                   0                   0               12200                1220
     67_30             103.972             5.00432             269.598                   0                   0                   0               12400                1240
     67_30             103.972             5.00432             269.598                   0                   0                   0               12600                1260
     67_30             104.114             5.00519             269.713                   1             20.9147              21.007               12800                1280
     67_30             104.984              4.5165             357.054                   0                   0                   0               13000                1300
     67_30             104.007             3.02235             37.1238                   8              -14.64               14.64               13200                1320
     67_30             103.021             3.00735             271.004                   2            0.522149           -0.522149               13400                1340
     67_30             103.475             3.00271             270.853                   0                   0                   0               13600                1360
