  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     22_10             21.9992             10.1312             179.735                   1             8.23264             8.26736                 200                  20
     22_10             21.9996              15.507             180.022                   1             22.6809             22.6809                 400                  40
     22_10                  22             16.4762             180.022                   0                   0                   0                 600                  60
     22_10                  22             19.4711                 180                   0                   0                   0                 800                  80
     22_10             22.2901             19.9786             268.847                   5             13.1373             13.0213                1000                 100
     22_10             24.4199             19.9998             270.022                   3             15.9141             15.9038                1200                 120
     22_10             25.0945             20.0008             269.682                   4             9.42866             9.48272                1400                 140
     22_10             25.9872             20.6587             181.764                   7              13.242             13.3235                1600                 160
     22_10              26.005             21.9738             269.571                   5             5.42454             5.39761                1800                 180
     22_10             28.6793             22.0005             270.025                   9             12.8894             12.9029                2000                 200
     22_10             29.9732             22.0409             180.574                   4             6.90335             7.01571                2200                 220
     22_10             30.0005             25.0801             179.999                   2             33.0278             33.0274                2400                 240
     22_10             30.0001              35.163             179.998                   2              44.097              44.097                2600                 260
     22_10                  30             38.9743             179.998                   1            -39.2421            -29.9647                2800                 280
     22_10                  30             38.9743             179.998                   1            -39.2421            -29.9647                3000                 300
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                3200                 320
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                3400                 340
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                3600                 360
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                3800                 380
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                4000                 400
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                4200                 420
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                4400                 440
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                4600                 460
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                4800                 480
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                5000                 500
     22_10                  30             38.9743             179.998                   7            -39.2421            -29.9647                5200                 520
     22_10                  30             38.9743             179.998                   9                   0                   0                5400                 540
     22_10                  30             38.9743             179.998                  11                   0                   0                5600                 560
     22_10                  30             38.9743             179.998                  16                   0                   0                5800                 580
     22_10                  30             38.9743             179.998                  18            -39.2421            -29.9647                6000                 600
     22_10                  30             38.9743             179.998                  22            -39.2421            -29.9647                6200                 620
     22_10                  30             38.9743             179.998                  22            -39.2421            -29.9647                6400                 640
     22_10                  30             38.9743             179.998                  22            -39.2421            -29.9647                6600                 660
     22_10                  30             38.9743             179.998                  22            -39.2421            -29.9647                6800                 680
     22_10                  30             38.9743             179.998                  22                   0                   0                7000                 700
     22_10                  30              39.974             199.324                  19               -3.66                3.66                7200                 720
     22_10             30.9709              39.998             185.495                  17             2.89835            -2.89835                7400                 740
     22_10             31.3151             40.9746             269.494                  14             13.7512             13.7436                7600                 760
     22_10             34.6256             41.0005             269.992                  12              19.074             19.0818                7800                 780
     22_10             35.9814             41.5176              181.72                  10             15.6333             15.7525                8000                 800
     22_10              35.759             41.9765             91.1421                   7             12.1365             12.2561                8200                 820
     22_10             33.0947             42.0001             89.9523                   5             7.66878             7.66635                8400                 840
     22_10             29.2137                  42             90.0042                   3              11.091              11.091                8600                 860
     22_10             29.0073              41.526             4.75329                   0                   0                   0                8800                 880
     22_10             29.0073              41.526             4.75329                   0                   0                   0                9000                 900
     22_10             28.9901             41.0905             359.482                  15             7.34158             6.82315                9200                 920
     22_10             28.7729             40.0244             89.3659                  17             11.9419             11.9135                9400                 940
     22_10             25.7142             39.9995             90.0287                  24              19.107             19.1098                9600                 960
     22_10             21.9988             40.0001             89.9962                  22               22.63             22.6299                9800                 980
     22_10             20.0293                  40             27.2416                  19                3.66               -3.66               10000                1000
     22_10             19.8617             39.0262             89.6696                  16             9.93464             9.96192               10200                1020
     22_10              13.264             39.0083             89.8541                  16             40.6293             40.6293               10400                1040
     22_10             9.10331             38.9995             90.0139                  14              22.627             22.6317               10600                1060
     22_10             6.71193                  39             89.9925                  10             13.6475             13.6498               10800                1080
     22_10             3.09993                  39             89.9991                   8             23.7136             23.7136               11000                1100
     22_10             2.01123             38.2572             2.05361                   6             11.5758             11.6594               11200                1120
     22_10             1.02569             38.0018             65.4759                   7                3.66               -3.66               11400                1140
     22_10             1.00266             35.3084            0.493391                   6             12.9266             12.9266               11600                1160
     22_10             1.00024              35.028              165.11                   4               -3.66                3.66               11800                1180
     22_10            0.999803             38.7467             180.044                   3             11.9354             11.9354               12000                1200
     22_10             1.47488             38.9919             264.853                   0                   0                   0               12200                1220
     22_10             1.98485             39.5675             181.596                  10             14.8337             14.9297               12400                1240
     22_10             2.00032             40.9726             268.157                   6           -0.957711            0.957711               12600                1260
     22_10             2.97817             41.3721             181.441                   3             14.6989             14.8251               12800                1280
     22_10             4.25792             41.9773             269.787                   1             25.7718             25.7737               13000                1300
     22_10             10.2841             41.9992             269.792                   1             11.4563             11.4563               13200                1320
     22_10             11.9683             41.9999             269.943                   6             4.91702             4.90308               13400                1340
     22_10             14.6649                  42             270.001                   7             19.4675              19.467               13600                1360
     22_10             18.1284                  42                 270                   9             24.8486             24.8486               13800                1380
     22_10             21.0067                  42                 270                  11             6.75317             6.75318               14000                1400
     22_10             23.1235                  42                 270                  10             10.2025             10.2025               14200                1420
     22_10             25.2886                  42                 270                  11             13.6943             13.6943               14400                1440
     22_10             27.5016                  42                 270                  12             15.9351             15.9351               14600                1460
     22_10             29.7024                  42                 270                  11             12.4429             12.4429               14800                1480
     22_10             31.8542                  42                 270                   6             8.94288             8.94288               15000                1500
     22_10             33.4732                  42                 270                   0                   0                   0               15200                1520
     22_10             33.9754             41.9264             358.995                   1             7.96418             7.67858               15400                1540
