  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     103_1             102.994             10.4393             180.034                  19                 138                 138                 200                  20
     103_1             101.004             20.9927             90.1525                  17             67.0846              67.061                 400                  40
     103_1             94.0209                  21             90.0214                  16            -20.9649            -93.7531                 600                  60
     103_1             101.442             21.0028             270.096                  14             57.2567             57.2584                 800                  80
     103_1             103.982             20.0092              358.12                   9           -0.977354            0.977354                1000                 100
     103_1             104.989             17.0544             359.878                   4              64.195             64.2155                1200                 120
     103_1                 105           0.0247835             359.971                   3            0.242962            -105.035                1400                 140
     103_1             103.017            0.855088             179.535                  16             44.0928             44.0967                1600                 160
     103_1             102.994             8.32461             180.002                  12             70.4498             70.4658                1800                 180
     103_1             103.001             19.9342             179.974                  10             47.7306             47.7295                2000                 200
     103_1             97.5232              20.999             90.0789                   6              34.284             34.2882                2200                 220
     103_1             95.2447             20.9991             270.382                   3             25.6173             25.5768                2400                 240
     103_1             101.984             20.9989             269.616                   0                   0                   0                2600                 260
     103_1             102.474             21.0014             269.878                   0                   0                   0                2800                 280
     103_1             103.006             17.4549            0.348547                   1              30.578             30.6256                3000                 300
     103_1             103.002             17.0269            0.669568                   0                   0                   0                3200                 320
     103_1             102.996             13.9291             359.762                   1             30.8777             30.8369                3400                 340
     103_1                 103             11.0935            0.361366                   1             32.5756              32.526                3600                 360
     103_1             102.999             5.14501           0.0119887                   7             18.9889             18.9507                3800                 380
     103_1             103.999             2.01638             312.059                   2               14.64              -14.64                4000                 400
     103_1             104.992             1.23203             179.811                   1             23.1289             23.3197                4200                 420
     103_1             104.992             1.47455             180.716                   0                   0                   0                4400                 440
     103_1             104.998             1.97261             353.077                   9            -3.59851             3.59851                4600                 460
     103_1             104.998             1.97905             185.477                   4              -14.64               14.64                4800                 480
     103_1             104.526             2.00146             90.0394                   0                   0                   0                5000                 500
     103_1             104.028             2.00146              89.842                   0                   0                   0                5200                 520
     103_1             104.028             2.00146              89.842                   0                   0                   0                5400                 540
     103_1             104.028             2.00146              89.842                   0                   0                   0                5600                 560
     103_1             104.028             2.00146              89.842                   0                   0                   0                5800                 580
     103_1             103.386             1.99986             89.8623                  13             20.8507             20.8644                6000                 600
     103_1              103.01             9.59841             179.895                  13             104.617             104.615                6200                 620
     103_1                 103             20.6918             180.046                  11              27.776             27.7788                6400                 640
     103_1             96.4274             20.9975             90.2522                   7             31.6779             31.6886                6600                 660
     103_1             100.266              21.005             270.113                   4              59.863             59.8756                6800                 680
     103_1             102.478             20.9976              270.03                   0                   0                   0                7000                 700
     103_1             103.979             21.0008             359.397                  10           -0.313714            0.313714                7200                 720
     103_1             103.995             16.0177            0.438523                   3             13.4983             13.4513                7400                 740
     103_1             103.999             10.5172             359.532                   0                   0                   0                7600                 760
     103_1             103.999             10.5172             359.532                   0                   0                   0                7800                 780
     103_1             103.999             10.5172             359.532                   0                   0                   0                8000                 800
     103_1             104.002             8.52026             0.35278                   0                   0                   0                8200                 820
     103_1             104.002             8.52026             0.35278                   0                   0                   0                8400                 840
     103_1             103.998              7.0585             359.857                   3              13.356             13.2249                8600                 860
     103_1                 104             4.02324             354.598                   7               14.64              -14.64                8800                 880
     103_1             104.273              4.0023             89.5533                   3             24.2921             24.2882                9000                 900
     103_1             103.164             3.99742             90.0876                   3             18.9152             18.9841                9200                 920
     103_1             102.127             4.99283             269.565                   3             19.4074             19.4045                9400                 940
     103_1             102.019              5.9941             2.21294                   2             1.15068            -1.15068                9600                 960
     103_1             101.996             5.47338             180.092                   0                   0                   0                9800                 980
     103_1             101.996             5.47338             180.092                   0                   0                   0               10000                1000
     103_1             101.996             5.47338             180.092                   0                   0                   0               10200                1020
     103_1              101.01             5.11611             1.38007                  15             16.7978             17.0612               10400                1040
     103_1             97.7584             5.00918             90.1979                  12             26.7524             26.6557               10600                1060
     103_1             88.3936             5.01218             89.9498                   8             124.752             124.751               10800                1080
     103_1             75.0107             5.00001             89.9476                   7            -4.96451             -74.743               11000                1100
     103_1             77.9962             5.96942             181.145                   5               10.93             11.2904               11200                1120
     103_1             93.9961             5.99731             269.981                   5             127.419             127.419               11400                1140
     103_1              103.48             6.00004             270.017                   0                   0                   0               11600                1160
     103_1              103.48             6.00004             270.017                   0                   0                   0               11800                1180
     103_1             104.477             5.99988              269.99                   0                   0                   0               12000                1200
     103_1             104.477             5.99988              269.99                   0                   0                   0               12200                1220
     103_1             104.477             5.99988              269.99                   0                   0                   0               12400                1240
     103_1             104.477             5.99988              269.99                   0                   0                   0               12600                1260
     103_1             104.842             6.00101              90.404                   1             20.4407             20.3916               12800                1280
     103_1              104.52             6.00265             90.0067                   0                   0                   0               13000                1300
     103_1             104.477             5.99898             270.274                   0                   0                   0               13200                1320
     103_1             104.477             5.99898             270.274                   0                   0                   0               13400                1340
     103_1             105.006             5.02034             358.169                  15            -4.75384             -105.05               13600                1360
