  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
      68_6             61.9328             5.00746             89.9406                  25             111.399             111.402                 200                  20
      68_6              54.004             2.40556            0.530558                  23             30.1356             30.1404                 400                  40
      68_6             64.8461             2.00144             270.072                  21             50.1499             50.1497                 600                  60
      68_6             73.1102             1.99937             269.988                  18             77.0185             77.0183                 800                  80
      68_6             77.5704             1.02018              270.16                  14             58.1076             58.0821                1000                 100
      68_6             101.094             1.00189             270.037                  14             78.2952             78.2952                1200                 120
      68_6             103.024            0.010186             128.839                   9              -14.64               14.64                1400                 140
      68_6             102.008             1.89034             178.747                   4             16.6787             16.4416                1600                 160
      68_6             102.972             2.00475             263.043                  14               14.64              -14.64                1800                 180
      68_6             88.5237             2.00787              89.969                  13             170.251             170.251                2000                 200
      68_6             74.0127             1.31283            0.997703                  11             25.9238             26.0719                2200                 220
      68_6             64.3798             1.00056             89.9119                   9              31.068             31.0685                2400                 240
      68_6             58.0051             1.82636             179.226                   5             20.0363             19.9545                2600                 260
      68_6             59.5286             1.01864             270.923                   7             31.1989              31.375                2800                 280
      68_6             60.5897             1.97983             270.027                  10             37.0722             36.9475                3000                 300
      68_6             62.3334             1.01954             270.488                  12             29.4628             29.4842                3200                 320
      68_6             67.6303             1.00739             269.989                   6             27.8942             28.0318                3400                 340
      68_6             78.4352             1.01311             270.031                   1             138.687             138.687                3600                 360
      68_6             102.283             1.00012             270.031                   1             29.1483             29.1483                3800                 380
      68_6             102.493                   1             270.031                   0                   0                   0                4000                 400
      68_6             102.493                   1             270.031                   0                   0                   0                4200                 420
      68_6             102.493                   1             270.031                   0                   0                   0                4400                 440
      68_6             102.493                   1             270.031                   0                   0                   0                4600                 460
      68_6             102.493                   1             270.031                   0                   0                   0                4800                 480
      68_6             102.493                   1             270.031                   0                   0                   0                5000                 500
      68_6             102.973            0.999819             234.651                   2               14.64              -14.64                5200                 520
      68_6             104.838             3.99554             269.125                  10             20.1928             20.1291                5400                 540
      68_6              105.98             2.42866             359.547                   3             36.6903             36.6868                5600                 560
      68_6             105.027          0.00524948             88.5321                   0                   0                   0                5800                 580
      68_6             105.027          0.00524948             88.5321                   0                   0                   0                6000                 600
      68_6             105.027          0.00524948             88.5321                   0                   0                   0                6200                 620
      68_6             105.027          0.00524948             88.5321                   0                   0                   0                6400                 640
      68_6             103.521         -0.00912928             91.2072                   0                   0                   0                6600                 660
      68_6             103.013             0.48112             177.555                   0                   0                   0                6800                 680
      68_6             102.972             1.00087             194.812                   6             7.79886            -7.79886                7000                 700
      68_6              102.75             1.99622             269.455                   4             23.3549             23.3221                7200                 720
      68_6             103.264           0.0261691             270.494                   1             26.6151             26.6337                7400                 740
      68_6             105.992            0.976941            0.782714                   2            0.406994           -0.406994                7600                 760
      68_6             105.998           0.0277643             89.5261                   0                   0                   0                7800                 780
      68_6             105.998           0.0277643             89.5261                   0                   0                   0                8000                 800
      68_6             105.515           0.0168736             86.9171                   0                   0                   0                8200                 820
      68_6             105.515           0.0168736             86.9171                   0                   0                   0                8400                 840
      68_6             104.016          -0.0191883             211.177                   3              -14.64               14.64                8600                 860
      68_6             104.474          -0.0116227             267.873                   0                   0                   0                8800                 880
      68_6             104.995            0.524613             358.875                   0                   0                   0                9000                 900
      68_6             105.006            0.718405             179.998                   7             24.7024             24.5709                9200                 920
      68_6             104.996            0.975507             275.721                   2              -14.64               14.64                9400                 940
      68_6             104.359          0.00365093             270.586                   1             17.6493              17.721                9600                 960
      68_6             104.613         0.000668326             270.661                   2             20.7093             20.6609                9800                 980
      68_6              105.34             2.98156             269.279                   7             29.3436             29.2381               10000                1000
      68_6             105.017             3.96906            0.446105                   1             13.9324             14.0247               10200                1020
      68_6              104.99            0.150921             358.935                   5             20.5904             20.3515               10400                1040
      68_6             104.473          0.00458383             271.072                   0                   0                   0               10600                1060
      68_6             104.978            0.483692              182.73                   0                   0                   0               10800                1080
      68_6             104.999            0.971774             187.855                   6              -14.64               14.64               11000                1100
      68_6             104.057          0.00784359             270.453                   1             15.1777             15.2127               11200                1120
      68_6             105.985            0.358107             181.312                   1             17.6008             17.9924               11400                1140
      68_6             105.009             1.96663             177.988                   3             11.7233             10.9576               11600                1160
      68_6             104.002           0.0192538             60.2015                   2               14.64              -14.64               11800                1180
      68_6             104.474            0.011341              272.12                   0                   0                   0               12000                1200
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               12200                1220
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               12400                1240
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               12600                1260
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               12800                1280
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               13000                1300
      68_6             104.525         -0.00541417             90.3953                   0                   0                   0               13200                1320
      68_6             103.005            0.976773             64.7028                   3               14.64              -14.64               13400                1340
      68_6             103.951           0.0109124             272.145                   3             12.2474             12.9034               13600                1360
