  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     36_39             36.8631             38.9991             269.813                   3             8.68607             8.65934                 200                  20
     36_39             36.9787             36.7013               359.9                   1             34.4226             34.4228                 400                  40
     36_39             36.9954             27.1137               359.9                   1             36.5133             36.5133                 600                  60
     36_39                  37             24.5272               359.9                   0                   0                   0                 800                  80
     36_39                  37             24.5272               359.9                   0                   0                   0                1000                 100
     36_39                  37             24.5272               359.9                   0                   0                   0                1200                 120
     36_39             37.5123             24.0122              271.87                   2             15.7969             15.6901                1400                 140
     36_39             37.9711             23.9997             271.101                   0                   0                   0                1600                 160
     36_39             37.9711             23.9997             271.101                   0                   0                   0                1800                 180
     36_39             37.9711             23.9997             271.101                   0                   0                   0                2000                 200
     36_39             37.9711             23.9997             271.101                   0                   0                   0                2200                 220
     36_39             37.9711             23.9997             271.101                   0                   0                   0                2400                 240
     36_39             37.9711             23.9997             271.101                   0                   0                   0                2600                 260
     36_39             37.9711             23.9997             271.101                   0                   0                   0                2800                 280
     36_39             37.9711             23.9997             271.101                   0                   0                   0                3000                 300
     36_39             37.9711             23.9997             271.101                   0                   0                   0                3200                 320
     36_39             37.9711             23.9997             271.101                   0                   0                   0                3400                 340
     36_39             37.9711             23.9997             271.101                   0                   0                   0                3600                 360
     36_39             37.9711             23.9997             271.101                   0                   0                   0                3800                 380
     36_39             37.9711             23.9997             271.101                   0                   0                   0                4000                 400
     36_39             37.9711             23.9997             271.101                   0                   0                   0                4200                 420
     36_39             37.9711             23.9997             271.101                   0                   0                   0                4400                 440
     36_39             37.9711             23.9997             271.101                   0                   0                   0                4600                 460
     36_39             37.9711             23.9997             271.101                   0                   0                   0                4800                 480
     36_39             37.9711             23.9997             271.101                   0                   0                   0                5000                 500
     36_39             37.9711             23.9997             271.101                   0                   0                   0                5200                 520
     36_39             37.9711             23.9997             271.101                   0                   0                   0                5400                 540
     36_39             37.9711             23.9997             271.101                   0                   0                   0                5600                 560
     36_39             37.9711             23.9997             271.101                   0                   0                   0                5800                 580
     36_39             37.9711             23.9997             271.101                   0                   0                   0                6000                 600
     36_39             37.9711             23.9997             271.101                   0                   0                   0                6200                 620
     36_39             37.9711             23.9997             271.101                   0                   0                   0                6400                 640
     36_39             37.9711             23.9997             271.101                   0                   0                   0                6600                 660
     36_39             37.9711             23.9997             271.101                   0                   0                   0                6800                 680
     36_39             37.9711             23.9997             271.101                   0                   0                   0                7000                 700
     36_39             37.9711             23.9997             271.101                   0                   0                   0                7200                 720
     36_39             37.9711             23.9997             271.101                   0                   0                   0                7400                 740
     36_39             37.9711             23.9997             271.101                   0                   0                   0                7600                 760
     36_39             37.9711             23.9997             271.101                   0                   0                   0                7800                 780
     36_39             37.9711             23.9997             271.101                   0                   0                   0                8000                 800
     36_39             37.9711             23.9997             271.101                   0                   0                   0                8200                 820
     36_39             37.9711             23.9997             271.101                   0                   0                   0                8400                 840
     36_39             37.9711             23.9997             271.101                   0                   0                   0                8600                 860
     36_39             37.9711             23.9997             271.101                   0                   0                   0                8800                 880
     36_39             37.9711             23.9997             271.101                   0                   0                   0                9000                 900
     36_39             37.9711             23.9997             271.101                   0                   0                   0                9200                 920
     36_39             37.9711             23.9997             271.101                   0                   0                   0                9400                 940
     36_39             37.9711             23.9997             271.101                   0                   0                   0                9600                 960
     36_39             37.9711             23.9997             271.101                   0                   0                   0                9800                 980
     36_39             37.9711             23.9997             271.101                   0                   0                   0               10000                1000
     36_39             37.9711             23.9997             271.101                   0                   0                   0               10200                1020
     36_39             37.9776             25.8221             180.141                   9             30.7725             30.7719               10400                1040
     36_39             37.9971             33.8327              180.14                   9             24.6723             24.6723               10600                1060
     36_39             37.2304             34.9905             91.9561                   7             11.0019             11.0764               10800                1080
     36_39             37.0099             36.9809             179.445                   5              22.793             22.7929               11000                1100
     36_39             37.7537             37.9909             268.247                   3             11.4134             11.3483               11200                1120
     36_39             37.9969             38.5253             183.965                  10             7.37856             6.97028               11400                1140
     36_39             38.9049             38.9956             267.961                  19             7.45022             7.37203               11600                1160
     36_39             38.9935             41.2696             180.513                  17             19.3956             19.3957               11800                1180
     36_39             38.9998             41.9727             306.185                  15               -3.66                3.66               12000                1200
     36_39             39.0001             40.0266             29.9412                  13               -3.66                3.66               12200                1220
     36_39             38.0288              40.002            0.751758                  11            0.390899           -0.390899               12400                1240
     36_39             37.5678             39.0202             88.4656                   8             15.8173             15.6942               12600                1260
     36_39             37.0247             37.6371           0.0855926                   6             26.7789             26.7769               12800                1280
     36_39             37.0106             27.5339           0.0802348                   6             61.5739             61.5739               13000                1300
     36_39             37.0003             20.1892           0.0802348                   6             11.5739             11.5739               13200                1320
     36_39             34.4286             20.0202             89.9295                   4             36.8239             36.8239               13400                1340
     36_39             23.3028             20.0065             89.9297                   4             51.7571             51.7571               13600                1360
     36_39             18.0231                  20             57.1262                   3                3.66               -3.66               13800                1380
     36_39             18.0035             16.6168             0.32375                   2               17.96               17.96               14000                1400
     36_39             18.0002             16.0289            0.323724                   1             -15.761            -18.0339               14200                1420
     36_39             18.0002             16.0289            0.323724                   1             -15.761            -18.0339               14400                1440
     36_39             18.0002             16.0289            0.323724                   1             -15.761            -18.0339               14600                1460
     36_39             18.0002             16.0289            0.323724                   0                   0                   0               14800                1480
     36_39             18.0002             16.0289            0.323724                   0                   0                   0               15000                1500
     36_39             18.0002             16.0289            0.323724                   0                   0                   0               15200                1520
     36_39             18.0002             16.0289            0.323724                   0                   0                   0               15400                1540
