  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
      26_5             25.9992              5.1312             179.735                   1             8.23278             8.26722                 200                  20
      26_5              25.999             11.6297             180.013                   7             46.9407             46.9407                 400                  40
      26_5                  26             16.4359             180.002                   5             16.9412             16.9402                 600                  60
      26_5             25.6605             17.9805             91.1971                   3             14.1876             14.2971                 800                  80
      26_5             25.0094             19.1531             179.308                   2             20.7493             20.7674                1000                 100
      26_5             25.8207             19.9938             268.281                   3             9.83967               9.799                1200                 120
      26_5             25.9993             21.1038             180.319                   1             9.66611             9.61909                1400                 140
      26_5             26.0007             28.0023             179.996                   4             59.6426             59.6426                1600                 160
      26_5             26.0001             37.8066             179.996                   9              25.117              25.117                1800                 180
      26_5             26.7973             38.9909             267.892                   7             10.4443             10.3652                2000                 200
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                2200                 220
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                2400                 240
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                2600                 260
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                2800                 280
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                3000                 300
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                3200                 320
      26_5             28.9757                  39             270.042                   1            -39.0351            -29.2435                3400                 340
      26_5             28.9757                  39             270.042                   0                   0                   0                3600                 360
      26_5             28.9757                  39             270.042                   0                   0                   0                3800                 380
      26_5             28.9757                  39             270.042                   0                   0                   0                4000                 400
      26_5             28.9757                  39             270.042                   0                   0                   0                4200                 420
      26_5             28.9757                  39             270.042                   0                   0                   0                4400                 440
      26_5             28.9757                  39             270.042                   0                   0                   0                4600                 460
      26_5             28.9757                  39             270.042                   0                   0                   0                4800                 480
      26_5             28.9757                  39             270.042                   0                   0                   0                5000                 500
      26_5             28.9757                  39             270.042                   0                   0                   0                5200                 520
      26_5             28.9757                  39             270.042                   0                   0                   0                5400                 540
      26_5             28.9757                  39             270.042                   0                   0                   0                5600                 560
      26_5             28.9757                  39             270.042                   0                   0                   0                5800                 580
      26_5             28.9757                  39             270.042                   0                   0                   0                6000                 600
      26_5             28.9757                  39             270.042                   0                   0                   0                6200                 620
      26_5             28.9757                  39             270.042                   0                   0                   0                6400                 640
      26_5             28.9757                  39             270.042                   0                   0                   0                6600                 660
      26_5             28.9757                  39             270.042                   0                   0                   0                6800                 680
      26_5             28.9757                  39             270.042                   0                   0                   0                7000                 700
      26_5             28.9757                  39             270.042                   0                   0                   0                7200                 720
      26_5             28.9757                  39             270.042                   0                   0                   0                7400                 740
      26_5             28.9757                  39             270.042                   0                   0                   0                7600                 760
      26_5             28.9757                  39             270.042                   0                   0                   0                7800                 780
      26_5             28.9757                  39             270.042                   0                   0                   0                8000                 800
      26_5             28.9757                  39             270.042                   0                   0                   0                8200                 820
      26_5             28.9757                  39             270.042                   0                   0                   0                8400                 840
      26_5             28.9757                  39             270.042                   0                   0                   0                8600                 860
      26_5             28.9757                  39             270.042                   0                   0                   0                8800                 880
      26_5             28.9757                  39             270.042                   0                   0                   0                9000                 900
      26_5             28.9757                  39             270.042                   0                   0                   0                9200                 920
      26_5             28.9757                  39             270.042                   0                   0                   0                9400                 940
      26_5             28.9757                  39             270.042                   0                   0                   0                9600                 960
      26_5             28.9757                  39             270.042                   0                   0                   0                9800                 980
      26_5             28.9757                  39             270.042                   0                   0                   0               10000                1000
      26_5             28.9757                  39             270.042                   0                   0                   0               10200                1020
      26_5             28.9757                  39             270.042                   0                   0                   0               10400                1040
      26_5             29.0331                  39             270.033                   1             7.71663             7.71261               10600                1060
      26_5             29.4724             38.9999             269.975                   0                   0                   0               10800                1080
      26_5             29.4724             38.9999             269.975                   0                   0                   0               11000                1100
      26_5             29.4724             38.9999             269.975                   0                   0                   0               11200                1120
      26_5             29.4724             38.9999             269.975                   0                   0                   0               11400                1140
      26_5             29.4724             38.9999             269.975                   0                   0                   0               11600                1160
      26_5             29.4724             38.9999             269.975                   0                   0                   0               11800                1180
      26_5             29.4724             38.9999             269.975                   0                   0                   0               12000                1200
      26_5             29.6081                  39             269.984                   1             9.69084             9.69264               12200                1220
      26_5               30.97                  39             269.997                   4                3.66               -3.66               12400                1240
      26_5             30.9705             39.0045             180.498                   3             5.27542              5.3039               12600                1260
      26_5             30.9996             40.9743             267.463                   2            -1.31875             1.31875               12800                1280
      26_5             31.9754             40.9983              235.73                   5               -3.66                3.66               13000                1300
      26_5             31.9983             41.9738             201.414                   2               -3.66                3.66               13200                1320
      26_5             34.3969             41.9987             269.533                   6             13.6393             13.7129               13400                1340
      26_5             36.6279             42.0001             269.997                  14             18.9344             18.9365               13600                1360
      26_5             37.9708                  42             349.246                  15               -3.66                3.66               13800                1380
      26_5             37.0282             41.9995             33.5429                  22                3.66               -3.66               14000                1400
      26_5              36.898              41.027              89.184                  19             9.06311             8.93572               14200                1420
      26_5             36.0197             40.2648            0.837768                  17             20.0235             20.0402               14400                1440
      26_5             35.3959             39.0148             88.2656                  21             14.3093              14.219               14600                1460
      26_5             34.0263             38.9997            0.879795                  18            0.457479           -0.457479               14800                1480
      26_5             33.9998             36.9785             359.895                  12             7.14932             7.15972               15000                1500
      26_5              33.472              36.017             88.3823                  10             15.5821              15.475               15200                1520
      26_5             33.0232             34.4727            0.143215                   8             28.2796             28.2784               15400                1540
