  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     75_30             86.6128             29.9934             269.977                  10                 153                 153                 200                  20
     75_30             102.981             30.3017               180.4                   8              33.914             33.8828                 400                  40
     75_30             100.833              36.985             90.2134                   6              68.648             68.6308                 600                  60
     75_30             95.0121                  37             90.1068                   5                   0                   0                 800                  80
     75_30             102.388             37.0029             270.095                   3             58.1751             58.1769                1000                 100
     75_30             103.996             26.5556             359.955                   3             106.272             106.272                1200                 120
     75_30                 104             16.0235           0.0308327                   0                   0                   0                1400                 140
     75_30                 104             1.38184             359.997                   6             32.0198             32.0198                1600                 160
     75_30             104.664             1.00321             89.4632                   1             18.9276             18.8782                1800                 180
     75_30             104.528             1.00183             89.3255                   0                   0                   0                2000                 200
     75_30             103.009             3.12624             179.804                   1             67.0851             67.1038                2200                 220
     75_30             102.999              8.8619              179.99                   1             55.4015             55.4079                2400                 240
     75_30             100.476             12.9939             90.2257                  13             31.9181             31.9859                2600                 260
     75_30              91.648             12.9981              90.153                   8             38.3035             38.3062                2800                 280
     75_30             95.0782             13.0078             270.035                   5             92.2998             92.3098                3000                 300
     75_30             102.032             13.9773             269.468                   1             15.7691              15.625                3200                 320
     75_30             102.476              13.986             267.495                   0                   0                   0                3400                 340
     75_30             102.476              13.986             267.495                   0                   0                   0                3600                 360
     75_30             102.476              13.986             267.495                   0                   0                   0                3800                 380
     75_30             102.476              13.986             267.495                   0                   0                   0                4000                 400
     75_30             102.973             14.0043               357.8                   2            -1.14398             1.14398                4200                 420
     75_30             102.999             5.03628             359.993                   5             46.3716             46.3588                4400                 440
     75_30             104.001             4.86372             181.386                   1             30.6607             30.4727                4600                 460
     75_30             103.521              5.9871             92.4354                   0                   0                   0                4800                 480
     75_30             103.165             6.00038             91.9091                  12             19.0597             18.8865                5000                 500
     75_30             104.141             6.97439             269.421                   6             21.9491             21.8494                5200                 520
     75_30             104.993             7.52245             359.367                   0                   0                   0                5400                 540
     75_30                 105             6.02663              272.06                   4             1.07118            -1.07118                5600                 560
     75_30             105.523             6.00445             88.9106                   0                   0                   0                5800                 580
     75_30              105.01             6.97654             15.1811                   2             8.00887            -8.00887                6000                 600
     75_30             104.023             6.01006             87.5084                   5               14.64              -14.64                6200                 620
     75_30             104.982             4.11223             180.583                   1             19.0992             19.2618                6400                 640
     75_30             104.989             4.47879              182.13                   0                   0                   0                6600                 660
     75_30             104.989             4.47879              182.13                   0                   0                   0                6800                 680
     75_30             104.989             4.47879              182.13                   0                   0                   0                7000                 700
     75_30             105.005             4.52446            0.415349                   0                   0                   0                7200                 720
     75_30             105.005             4.52446            0.415349                   0                   0                   0                7400                 740
     75_30             105.002             4.02778            0.594356                   3            -3.75967            -105.034                7600                 760
     75_30             104.385             4.01046             87.2177                   4             19.8176             19.9188                7800                 780
     75_30             104.011             4.47693             177.888                   0                   0                   0                8000                 800
     75_30             104.011             4.47693             177.888                   0                   0                   0                8200                 820
     75_30             103.992             6.44502              179.89                  16             32.8642             32.9866                8400                 840
     75_30             103.021             8.80633              179.72                  10             42.7956             42.8223                8600                 860
     75_30             102.999             20.6482             180.027                   8             27.9124             27.9275                8800                 880
     75_30             97.2292             21.0019             89.8989                   4             23.2169             23.1795                9000                 900
     75_30             99.9779             20.9977             270.323                   1             14.7614             14.7864                9200                 920
     75_30             103.978             21.0024             311.651                   7              -14.64               14.64                9400                 940
     75_30             103.989             15.8717             359.963                   1             67.3674             67.3296                9600                 960
     75_30             103.999             12.5224             359.644                   0                   0                   0                9800                 980
     75_30             103.999             12.5224             359.644                   0                   0                   0               10000                1000
     75_30                 104             10.5975            0.127061                   1             38.6493             38.6266               10200                1020
     75_30             104.973             7.00926             354.918                   1            -2.64278             2.64278               10400                1040
     75_30             104.973             7.00926             359.581                   0                   0                   0               10600                1060
     75_30             104.973             7.00926             359.581                   0                   0                   0               10800                1080
     75_30             104.973             7.00926             359.581                   0                   0                   0               11000                1100
     75_30             105.006             6.02001             358.279                   8              -14.64               14.64               11200                1120
     75_30             104.006              5.0224             1.24318                  11            0.646426           -0.646426               11400                1140
     75_30             105.983              4.0077             81.3112                   5            -4.52274             4.52274               11600                1160
     75_30             105.971             3.99773             97.0795                   2             3.67961            -3.67961               11800                1180
     75_30             105.524             4.00094             90.2883                   0                   0                   0               12000                1200
     75_30             105.524             4.00094             90.2883                   0                   0                   0               12200                1220
     75_30             105.524             4.00094             90.2883                   0                   0                   0               12400                1240
     75_30             105.524             4.00094             90.2883                   0                   0                   0               12600                1260
     75_30             105.524             4.00094             90.2883                   0                   0                   0               12800                1280
     75_30             105.975             3.99749             352.863                   2            -3.70916             3.70916               13000                1300
     75_30             105.997             3.48122             180.975                   0                   0                   0               13200                1320
     75_30             106.003             4.97841             173.943                   1               14.64              -14.64               13400                1340
     75_30             104.005             4.01898             273.715                   4             1.93166            -1.93166               13600                1360
