  Robot ID  Current Position X  Current Position Y       Current Angle        Queue Length       Left Velocity      Right Velocity               Count            Sim Time
     37_18             36.9992             18.1312             179.739                   7             8.23172             8.26828                 200                  20
     37_18             36.9637             19.9742             90.4616                   7              7.0089             7.04083                 400                  40
     37_18             35.0282             19.9996             179.541                   5             5.79899             5.49743                 600                  60
     37_18             34.5205             20.9775             90.7527                  13             16.4763             16.5003                 800                  80
     37_18             33.0212             21.3881             178.544                  11             15.2049               15.08                1000                 100
     37_18             32.0768              21.996             92.2483                   9             6.74115             6.83035                1200                 120
     37_18             31.0232             21.7745             1.04707                   5             11.8473             11.9716                1400                 140
     37_18             30.1929             21.0072             88.2266                   3             10.1835             10.1228                1600                 160
     37_18             30.0013              22.067             179.658                   6             8.77063             8.80656                1800                 180
     37_18             29.3841             22.9862             91.6726                   4             14.0131             14.0989                2000                 200
     37_18             29.0238             24.7033             179.878                   2             29.8056             29.8064                2200                 220
     37_18              29.005             33.6325              179.88                   2             34.7658             34.7658                2400                 240
     37_18             29.0001             35.9758              179.88                   0                   0                   0                2600                 260
     37_18             29.0001             35.9758              179.88                   0                   0                   0                2800                 280
     37_18             29.0001             35.9758              179.88                   0                   0                   0                3000                 300
     37_18             29.0001             35.9758              179.88                   0                   0                   0                3200                 320
     37_18             29.0001             35.9758              179.88                   0                   0                   0                3400                 340
     37_18             29.0001             35.9758              179.88                   0                   0                   0                3600                 360
     37_18             29.0001             35.9758              179.88                   0                   0                   0                3800                 380
     37_18             29.0001             35.9758              179.88                   0                   0                   0                4000                 400
     37_18             29.0001             35.9758              179.88                   0                   0                   0                4200                 420
     37_18             29.0001             35.9758              179.88                   0                   0                   0                4400                 440
     37_18             29.0001             35.9758              179.88                   0                   0                   0                4600                 460
     37_18             29.0001             35.9758              179.88                   0                   0                   0                4800                 480
     37_18             29.0001             35.9758              179.88                   0                   0                   0                5000                 500
     37_18             29.0001             35.9758              179.88                   0                   0                   0                5200                 520
     37_18             29.0001             35.9758              179.88                   0                   0                   0                5400                 540
     37_18             29.0001             35.9758              179.88                   0                   0                   0                5600                 560
     37_18             29.0001             35.9758             46.7185                   5                3.66               -3.66                5800                 580
     37_18             28.9999             34.0275             41.6741                   3               -3.66                3.66                6000                 600
     37_18             29.0002             34.8256             180.107                   1             9.57381             9.54537                6200                 620
     37_18             29.0004             34.9748             179.954                   0                   0                   0                6400                 640
     37_18             29.0002             35.5028             179.988                   5             17.0589             17.0603                6600                 660
     37_18             29.3825             36.9813             268.729                   7             15.0355             14.9271                6800                 680
     37_18             29.9961             37.9133             181.959                   8             7.09831             7.16969                7000                 700
     37_18             29.9983             37.9741             180.383                   0                   0                   0                7200                 720
     37_18             30.0096             38.9746             269.533                   4             5.36004             5.27633                7400                 740
     37_18             32.3729             39.0002             270.054                   1             8.53468             8.54149                7600                 760
     37_18             32.4706             39.0001             270.079                   0                   0                   0                7800                 780
     37_18             32.4706             39.0001             270.079                   0                   0                   0                8000                 800
     37_18             32.4706             39.0001             270.079                   0                   0                   0                8200                 820
     37_18             32.4706             39.0001             270.079                   0                   0                   0                8400                 840
     37_18             32.9188             38.9998             269.988                   6             6.76199             6.75089                8600                 860
     37_18              33.981             39.2589             182.311                   1             10.9523             11.3494                8800                 880
     37_18              33.993             39.4731             184.549                   0                   0                   0                9000                 900
     37_18              33.993             39.4731             184.549                   0                   0                   0                9200                 920
     37_18              33.993             39.4731             184.549                   0                   0                   0                9400                 940
     37_18             34.0019             39.6078             182.999                  10               9.905             9.40213                9600                 960
     37_18              34.968             39.9979             267.756                   8             4.97837             4.84093                9800                 980
     37_18             34.9982             40.9749              236.06                  11               -3.66                3.66               10000                1000
     37_18              35.975             41.0921             180.767                   8             8.58138             8.69045               10200                1020
     37_18             36.6536             41.9879              268.35                   6             13.4128             13.3398               10400                1040
     37_18             36.9799             41.6436             358.709                   7             14.4317             14.3209               10600                1060
     37_18             36.1112             41.0057             87.7069                   5              7.9738              7.8896               10800                1080
     37_18             36.0018             40.0249             47.1387                   2               -3.66                3.66               11000                1100
     37_18              31.786             40.0154             89.8996                   3             46.3284             46.3284               11200                1120
     37_18             23.6044             40.0011             89.8996                  10             18.2225             18.2225               11400                1140
     37_18             20.1917                  40             90.0131                   8             10.4738             10.4738               11600                1160
     37_18             19.0247              39.829            0.943174                   8             10.6348             10.7623               11800                1180
     37_18             18.2294             39.0099             87.9502                  12             11.0464             10.9693               12000                1200
     37_18             13.7009             38.9999             90.0019                  13             36.9491             36.9491               12200                1220
     37_18             10.1045                  39             89.9991                  11             7.73705             7.73692               12400                1240
     37_18             8.01692                  39             89.9997                  14             5.70159             5.70162               12600                1260
     37_18             5.91468                  39             89.9999                  14              9.1942             9.19421               12800                1280
     37_18             2.02939                  39             85.6562                  13                3.66               -3.66               13000                1300
     37_18             2.00213             38.0253             72.8808                  11               -3.66                3.66               13200                1320
     37_18             1.02311             37.7997             1.01257                   8             11.3193             11.4331               13400                1340
     37_18            0.999867             35.1308             359.956                   6             8.74834             8.74627               13600                1360
     37_18             1.97515             35.0017             312.489                   3               -3.66                3.66               13800                1380
     37_18             1.99186             31.0862             359.776                   2             32.5147             32.5147               14000                1400
     37_18             1.99989             29.0276             359.776                   1              -28.76            -2.03619               14200                1420
     37_18             1.99989             29.0276             359.776                   1              -28.76            -2.03619               14400                1440
